Country Name,Year,Log of GDP per capita,Life Expectancy at 0 Log,Life Expectancy at 40 Log,Life Expectancy at 60 Log,Life Expectancy at 65 Log,Life Expectancy at 80 Log
Luxembourg,2014,11.770997327169097,4.409511300609272,3.764682417529437,3.2068032436339315,3.0228609409422433,2.2874714551839976
Luxembourg,2015,11.769841896909021,4.410282196440136,3.763522997109702,3.2007118542405295,3.013080911888604,2.2669579153508947
Luxembourg,2016,11.796871209534133,4.415042631715942,3.7727609380946383,3.2208738275308737,3.034952986707272,2.2874714551839976
Luxembourg,2017,11.785647327688988,4.4078785987370335,3.7600366484302645,3.192531849528599,3.0032042883926917,2.2874714551839976
Luxembourg,2018,11.77847843319082,4.410311834358959,3.7669972333778885,3.204776900488699,3.017982882488811,2.2617630984737906
Luxembourg,2019,11.787591441379544,4.414482019199586,3.7739097032985116,3.216873822197528,3.034952986707272,2.272125885509337
Luxembourg,2020,11.761787914161422,4.408472617017592,3.763522997109702,3.1945831322991562,3.0032042883926917,2.2192034840549946
Mexico,2000,9.92645129734915,4.298223741354852,3.653252276470785,3.039749158970765,2.8931456847788897,2.2192034840549946
Mexico,2001,9.907102342304244,4.302266178830216,3.657130755799356,3.042138646368147,2.8986705607108596,2.2192034840549946
Mexico,2002,9.890356606269178,4.305496500683932,3.655839600035736,3.044522437723423,2.89591193827178,2.21375387928743
Mexico,2003,9.888159693305152,4.307760957777728,3.653252276470785,3.044522437723423,2.8903717578961645,2.2082744135228047
Mexico,2004,9.90954011725582,4.309079526917817,3.6597080768136565,3.0819099697950434,2.89591193827178,2.2192034840549946
Mexico,2005,9.916966605071769,4.309133309153557,3.654546775033431,3.075005454448499,2.887590114934288,2.2082744135228047
Mexico,2006,9.950360536756644,4.308528092164799,3.660994250624401,3.086486636822455,2.9014215940827497,2.224623551524334
Mexico,2007,9.956847339107158,4.307276148459894,3.657130755799356,3.079613757534693,2.89591193827178,2.21375387928743
Mexico,2008,9.951634878700906,4.306117040573532,3.653252276470785,3.075005454448499,2.8903717578961645,2.2082744135228043
Mexico,2009,9.871994396277573,4.30567190969096,3.648057459593681,3.065724645374026,2.8791984572980396,2.191653532286764
Mexico,2010,9.906114071712766,4.306629370201435,3.648057459593681,3.065724645374026,2.873564639579784,2.169053700369523
Mexico,2011,9.925821236748709,4.308985401044561,3.6584202466292277,3.084200921541599,2.89591193827178,2.1972245773362196
Mexico,2012,9.947165011933356,4.311791920991429,3.6622787723167574,3.086486636822455,2.8986705607108596,2.21375387928743
Mexico,2013,9.942676847888183,4.314002044251478,3.6635616461296463,3.0887671395211806,2.9014215940827497,2.2082744135228047
Mexico,2014,9.955305906630702,4.314777777224254,3.6584202466292277,3.084200921541599,2.8986705607108596,2.2082744135228047
Mexico,2015,9.971274823111598,4.313239099246895,3.6584202466292277,3.0819099697950434,2.8931456847788897,2.2027647577118348
Mexico,2016,9.979153258791856,4.309617219155741,3.655839600035736,3.0819099697950434,2.89591193827178,2.2082744135228047
Mexico,2017,9.988345136987222,4.30592822136736,3.66612246699132,3.104586678466073,2.9231615807191558,2.2512917986064953
Mexico,2018,9.998407998676882,4.304267775365456,3.66612246699132,3.106826321059578,2.920469789053444,2.2407096892759584
Mexico,2019,9.984971919749752,4.306791103987975,3.66612246699132,3.106826321059578,2.9231615807191558,2.2512917986064953
Mexico,2020,9.889530144511882,4.250393439332439,3.505557396986398,2.8875901149342877,2.6979998652487085,2.0476928433652555
Netherlands,2000,10.932505098986573,4.356552466773709,3.6724959748634123,3.0610517396746335,2.8535925063928684,2.0215475632609334
Netherlands,2001,10.947926614843398,4.359144881456279,3.677565694213663,3.070375816549757,2.8622008809294686,2.0347056478384444
Netherlands,2002,10.943998541163243,4.360454149460252,3.680090948080857,3.068052935133617,2.859339648648436,2.028148247292285
Netherlands,2003,10.940258241347417,4.363005409361137,3.6826098411003407,3.077312260546414,2.8707357833793057,2.028148247292285
Netherlands,2004,10.956746003795303,4.370651203466156,3.696351468952637,3.100092288878234,2.89591193827178,2.0731719286662407
Netherlands,2005,10.974544917356607,4.373822339545278,3.703768066607687,3.109060958860994,2.9041650800285006,2.0918640616783932
Netherlands,2006,11.007701255285141,4.378238982818493,3.711130063048756,3.120159851929043,2.920469789053444,2.1041341542702074
Netherlands,2007,11.0436433219507,4.383245403922822,3.7220724214697003,3.1376657694426577,2.9391619220655967,2.1400661634962708
Netherlands,2008,11.060697622759141,4.385161958280954,3.7232808808312687,3.1419947805322432,2.94706710157271,2.1400661634962708
Netherlands,2009,11.018213276694977,4.388862969719424,3.7316994512968646,3.1548704948922883,2.9601050959108397,2.169053700369523
Netherlands,2010,11.026190975707154,4.390768798115347,3.7340917969354845,3.159125820462427,2.962692419475791,2.174751721484161
Netherlands,2011,11.039104736822987,4.396975319870621,3.7412346844478646,3.1696855806774287,2.9780773383152703,2.1972245773362196
Netherlands,2012,11.025577290253905,4.3957431078945115,3.738859386418957,3.1654750481410856,2.970414465569701,2.169053700369523
Netherlands,2013,11.022326712156481,4.398206015368806,3.744787086052232,3.1717842173343502,2.9806186357439426,2.180417459019838
Netherlands,2014,11.034725886745495,4.403143558075999,3.7530272739376884,3.186352633162641,2.995732273553991,2.21375387928743
Netherlands,2015,11.051278018816875,4.400722719831002,3.745968421098063,3.173878458937465,2.9831534913471307,2.180417459019838
Netherlands,2016,11.069909894259414,4.401350907503275,3.7495040759303713,3.1780538303479458,2.9856819377004897,2.191653532286764
Netherlands,2017,11.091433498792284,4.403800058991833,3.7530272739376884,3.1822118404966093,2.9932291433358724,2.186051276738094
Netherlands,2018,11.107930250644687,4.404426317093274,3.754198920234579,3.184284380098582,2.990719731730447,2.191653532286764
Netherlands,2019,11.12411991724731,4.408086545256911,3.7612001156935624,3.196630215920881,3.005682604407159,2.21375387928743
Netherlands,2020,11.07911705514536,4.398865764729965,3.7436043538031827,3.1654750481410856,2.9678470700644555,2.145931282948669
New Zealand,2000,10.487945733342555,4.364837053863638,3.6938669956249757,3.095577608523707,2.89591193827178,2.1041341542702074
New Zealand,2001,10.515598579034712,4.365550176895143,3.700066643504501,3.106826321059578,2.9096295745005794,2.1162555148025524
New Zealand,2002,10.544287970848165,4.367500913600824,3.7062280924485496,3.1157350659486873,2.917770732084279,2.122261538862764
New Zealand,2003,10.570757952761998,4.37129856239074,3.7123518102990785,3.1245651453969594,2.928523523860541,2.134166441369082
New Zealand,2004,10.59596476571804,4.376370424559438,3.7184382563554808,3.1354942159291497,2.9391619220655967,2.151762203259462
New Zealand,2005,10.617659493920003,4.380165147055356,3.724487881581304,3.1441522786722644,2.9496883350525844,2.157559320943788
New Zealand,2006,10.632886070378564,4.382636204973151,3.730501128804756,3.1548704948922883,2.9601050959108397,2.169053700369523
New Zealand,2007,10.65360524654774,4.383915094286036,3.7328963395307104,3.159125820462427,2.9652730660692823,2.174751721484161
New Zealand,2008,10.632645418127115,4.386407269541898,3.7364784329132155,3.1654750481410856,2.970414465569701,2.180417459019838
New Zealand,2009,10.622128478596201,4.390768798115347,3.7400477406883357,3.1696855806774287,2.9780773383152703,2.186051276738094
New Zealand,2010,10.625354078480632,4.393274119527232,3.7436043538031827,3.1759683238569245,2.9831534913471307,2.191653532286764
New Zealand,2011,10.639895213371839,4.396374430509313,3.7471483622379123,3.1801349965517702,2.9882040071331994,2.1972245773362196
New Zealand,2012,10.657049485597366,4.399465159263444,3.750679855019383,3.188416617383492,2.995732273553991,2.2082744135228047
New Zealand,2013,10.676593739728315,4.399435198117127,3.754198920234579,3.192531849528599,3.0007198150650303,2.2082744135228047
New Zealand,2014,10.696839224828246,4.400073177696451,3.755369195382769,3.1945831322991562,3.005682604407159,2.21375387928743
New Zealand,2015,10.713138974999708,4.40198168932301,3.7577056450437887,3.1986731175506815,3.0081547935525483,2.2192034840549946
New Zealand,2016,10.72747635176983,4.402546364961808,3.758871825933971,3.2007118542405295,3.013080911888604,2.2192034840549946
